Ti.TiO2-IrO2 (50.50)/1	
θ/2θ, °	Intensity, cps
5	733.333312988281
5.01000022888184	673.333312988281
5.01999998092651	640
5.03000020980835	720
5.03999996185303	753.333312988281
5.05000019073486	746.666687011719
5.05999994277954	706.666687011719
5.07000017166138	813.333312988281
5.07999992370605	586.666687011719
5.09000015258789	686.666687011719
5.09999990463257	760
5.1100001335144	800
5.11999988555908	653.333312988281
5.13000011444092	653.333312988281
5.1399998664856	646.666687011719
5.15000009536743	640
5.15999984741211	660
5.17000007629395	833.333312988281
5.17999982833862	720
5.19000005722046	733.333312988281
5.19999980926514	693.333312988281
5.21000003814697	613.333312988281
5.21999979019165	633.333312988281
5.23000001907349	733.333312988281
5.23999977111816	693.333312988281
5.25	586.666687011719
5.26000022888184	666.666687011719
5.26999998092651	733.333312988281
5.28000020980835	640
5.28999996185303	600
5.30000019073486	693.333312988281
5.30999994277954	673.333312988281
5.32000017166138	746.666687011719
5.32999992370605	760
5.34000015258789	553.333312988281
5.34999990463257	720
5.3600001335144	733.333312988281
5.36999988555908	733.333312988281
5.38000011444092	653.333312988281
5.3899998664856	713.333312988281
5.40000009536743	713.333312988281
5.40999984741211	793.333312988281
5.42000007629395	620
5.42999982833862	633.333312988281
5.44000005722046	706.666687011719
5.44999980926514	733.333312988281
5.46000003814697	786.666687011719
5.46999979019165	746.666687011719
5.48000001907349	673.333312988281
5.48999977111816	713.333312988281
5.5	766.666687011719
5.51000022888184	593.333312988281
5.51999998092651	620
5.53000020980835	726.666687011719
5.53999996185303	780
5.55000019073486	673.333312988281
5.55999994277954	660
5.57000017166138	733.333312988281
5.57999992370605	666.666687011719
5.59000015258789	786.666687011719
5.59999990463257	753.333312988281
5.6100001335144	693.333312988281
5.61999988555908	673.333312988281
5.63000011444092	673.333312988281
5.6399998664856	626.666687011719
5.65000009536743	720
5.65999984741211	746.666687011719
5.67000007629395	613.333312988281
5.67999982833862	586.666687011719
5.69000005722046	746.666687011719
5.69999980926514	753.333312988281
5.71000003814697	746.666687011719
5.71999979019165	733.333312988281
5.73000001907349	606.666687011719
5.73999977111816	760
5.75	613.333312988281
5.76000022888184	673.333312988281
5.76999998092651	666.666687011719
5.78000020980835	680
5.78999996185303	813.333312988281
5.80000019073486	713.333312988281
5.80999994277954	746.666687011719
5.82000017166138	713.333312988281
5.82999992370605	673.333312988281
5.84000015258789	693.333312988281
5.84999990463257	713.333312988281
5.8600001335144	713.333312988281
5.86999988555908	733.333312988281
5.88000011444092	813.333312988281
5.8899998664856	726.666687011719
5.90000009536743	740
5.90999984741211	766.666687011719
5.92000007629395	633.333312988281
5.92999982833862	740
5.94000005722046	753.333312988281
5.94999980926514	820
5.96000003814697	706.666687011719
5.96999979019165	713.333312988281
5.98000001907349	813.333312988281
5.98999977111816	760
6	660
6.01000022888184	713.333312988281
6.01999998092651	853.333312988281
6.03000020980835	626.666687011719
6.03999996185303	740
6.05000019073486	746.666687011719
6.05999994277954	640
6.07000017166138	706.666687011719
6.07999992370605	680
6.09000015258789	646.666687011719
6.09999990463257	886.666687011719
6.1100001335144	713.333312988281
6.11999988555908	700
6.13000011444092	866.666687011719
6.1399998664856	713.333312988281
6.15000009536743	926.666687011719
6.15999984741211	713.333312988281
6.17000007629395	686.666687011719
6.17999982833862	846.666687011719
6.19000005722046	686.666687011719
6.19999980926514	773.333312988281
6.21000003814697	880
6.21999979019165	733.333312988281
6.23000001907349	773.333312988281
6.23999977111816	786.666687011719
6.25	773.333312988281
6.26000022888184	726.666687011719
6.26999998092651	893.333312988281
6.28000020980835	746.666687011719
6.28999996185303	740
6.30000019073486	873.333312988281
6.30999994277954	813.333312988281
6.32000017166138	693.333312988281
6.32999992370605	806.666687011719
6.34000015258789	806.666687011719
6.34999990463257	800
6.3600001335144	840
6.36999988555908	733.333312988281
6.38000011444092	893.333312988281
6.3899998664856	780
6.40000009536743	766.666687011719
6.40999984741211	893.333312988281
6.42000007629395	760
6.42999982833862	833.333312988281
6.44000005722046	726.666687011719
6.44999980926514	726.666687011719
6.46000003814697	813.333312988281
6.46999979019165	780
6.48000001907349	820
6.48999977111816	846.666687011719
6.5	900
6.51000022888184	820
6.51999998092651	800
6.53000020980835	813.333312988281
6.53999996185303	813.333312988281
6.55000019073486	766.666687011719
6.55999994277954	886.666687011719
6.57000017166138	773.333312988281
6.57999992370605	800
6.59000015258789	793.333312988281
6.59999990463257	786.666687011719
6.6100001335144	786.666687011719
6.61999988555908	820
6.63000011444092	840
6.6399998664856	826.666687011719
6.65000009536743	826.666687011719
6.65999984741211	806.666687011719
6.67000007629395	846.666687011719
6.67999982833862	913.333312988281
6.69000005722046	786.666687011719
6.69999980926514	726.666687011719
6.71000003814697	866.666687011719
6.71999979019165	800
6.73000001907349	853.333312988281
6.73999977111816	673.333312988281
6.75	706.666687011719
6.76000022888184	906.666687011719
6.76999998092651	833.333312988281
6.78000020980835	840
6.78999996185303	873.333312988281
6.80000019073486	880
6.80999994277954	840
6.82000017166138	740
6.82999992370605	833.333312988281
6.84000015258789	746.666687011719
6.84999990463257	806.666687011719
6.8600001335144	873.333312988281
6.86999988555908	953.333312988281
6.88000011444092	740
6.8899998664856	800
6.90000009536743	800
6.90999984741211	760
6.92000007629395	873.333312988281
6.92999982833862	833.333312988281
6.94000005722046	820
6.94999980926514	786.666687011719
6.96000003814697	966.666687011719
6.96999979019165	820
6.98000001907349	746.666687011719
6.98999977111816	760
7	800
7.01000022888184	920
7.01999998092651	893.333312988281
7.03000020980835	920
7.03999996185303	746.666687011719
7.05000019073486	793.333312988281
7.05999994277954	853.333312988281
7.07000017166138	760
7.07999992370605	886.666687011719
7.09000015258789	773.333312988281
7.09999990463257	846.666687011719
7.1100001335144	846.666687011719
7.11999988555908	900
7.13000011444092	753.333312988281
7.1399998664856	840
7.15000009536743	800
7.15999984741211	760
7.17000007629395	826.666687011719
7.17999982833862	773.333312988281
7.19000005722046	933.333312988281
7.19999980926514	740
7.21000003814697	880
7.21999979019165	833.333312988281
7.23000001907349	800
7.23999977111816	693.333312988281
7.25	646.666687011719
7.26000022888184	786.666687011719
7.26999998092651	693.333312988281
7.28000020980835	773.333312988281
7.28999996185303	786.666687011719
7.30000019073486	766.666687011719
7.30999994277954	733.333312988281
7.32000017166138	940
7.32999992370605	933.333312988281
7.34000015258789	840
7.34999990463257	826.666687011719
7.3600001335144	740
7.36999988555908	766.666687011719
7.38000011444092	680
7.3899998664856	820
7.40000009536743	780
7.40999984741211	753.333312988281
7.42000007629395	786.666687011719
7.42999982833862	740
7.44000005722046	853.333312988281
7.44999980926514	740
7.46000003814697	640
7.46999979019165	733.333312988281
7.48000001907349	946.666687011719
7.48999977111816	713.333312988281
7.5	846.666687011719
7.51000022888184	900
7.51999998092651	766.666687011719
7.53000020980835	913.333312988281
7.53999996185303	766.666687011719
7.55000019073486	740
7.55999994277954	880
7.57000017166138	786.666687011719
7.57999992370605	680
7.59000015258789	833.333312988281
7.59999990463257	846.666687011719
7.6100001335144	746.666687011719
7.61999988555908	760
7.63000011444092	853.333312988281
7.6399998664856	700
7.65000009536743	700
7.65999984741211	826.666687011719
7.67000007629395	806.666687011719
7.67999982833862	773.333312988281
7.69000005722046	840
7.69999980926514	753.333312988281
7.71000003814697	826.666687011719
7.71999979019165	853.333312988281
7.73000001907349	720
7.73999977111816	660
7.75	673.333312988281
7.76000022888184	793.333312988281
7.76999998092651	866.666687011719
7.78000020980835	820
7.78999996185303	866.666687011719
7.80000019073486	846.666687011719
7.80999994277954	833.333312988281
7.82000017166138	833.333312988281
7.82999992370605	846.666687011719
7.84000015258789	780
7.84999990463257	740
7.8600001335144	713.333312988281
7.86999988555908	760
7.88000011444092	733.333312988281
7.8899998664856	773.333312988281
7.90000009536743	680
7.90999984741211	880
7.92000007629395	826.666687011719
7.92999982833862	846.666687011719
7.94000005722046	853.333312988281
7.94999980926514	773.333312988281
7.96000003814697	800
7.96999979019165	726.666687011719
7.98000001907349	693.333312988281
7.98999977111816	760
8	773.333312988281
8.01000022888184	720
8.02000045776367	826.666687011719
8.02999973297119	680
8.03999996185303	820
8.05000019073486	806.666687011719
8.0600004196167	906.666687011719
8.06999969482422	793.333312988281
8.07999992370605	773.333312988281
8.09000015258789	833.333312988281
8.10000038146973	733.333312988281
8.10999965667725	780
8.11999988555908	713.333312988281
8.13000011444092	740
8.14000034332275	640
8.14999961853027	726.666687011719
8.15999984741211	833.333312988281
8.17000007629395	733.333312988281
8.18000030517578	780
8.1899995803833	733.333312988281
8.19999980926514	733.333312988281
8.21000003814697	820
8.22000026702881	753.333312988281
8.22999954223633	740
8.23999977111816	800
8.25	766.666687011719
8.26000022888184	820
8.27000045776367	713.333312988281
8.27999973297119	780
8.28999996185303	720
8.30000019073486	726.666687011719
8.3100004196167	766.666687011719
8.31999969482422	680
8.32999992370605	733.333312988281
8.34000015258789	840
8.35000038146973	660
8.35999965667725	720
8.36999988555908	706.666687011719
8.38000011444092	673.333312988281
8.39000034332275	866.666687011719
8.39999961853027	646.666687011719
8.40999984741211	680
8.42000007629395	686.666687011719
8.43000030517578	740
8.4399995803833	646.666687011719
8.44999980926514	700
8.46000003814697	706.666687011719
8.47000026702881	673.333312988281
8.47999954223633	686.666687011719
8.48999977111816	706.666687011719
8.5	746.666687011719
8.51000022888184	753.333312988281
8.52000045776367	720
8.52999973297119	780
8.53999996185303	786.666687011719
8.55000019073486	693.333312988281
8.5600004196167	613.333312988281
8.56999969482422	626.666687011719
8.57999992370605	713.333312988281
8.59000015258789	613.333312988281
8.60000038146973	733.333312988281
8.60999965667725	680
8.61999988555908	660
8.63000011444092	726.666687011719
8.64000034332275	693.333312988281
8.64999961853027	820
8.65999984741211	726.666687011719
8.67000007629395	680
8.68000030517578	793.333312988281
8.6899995803833	733.333312988281
8.69999980926514	680
8.71000003814697	706.666687011719
8.72000026702881	626.666687011719
8.72999954223633	633.333312988281
8.73999977111816	786.666687011719
8.75	680
8.76000022888184	753.333312988281
8.77000045776367	600
8.77999973297119	673.333312988281
8.78999996185303	653.333312988281
8.80000019073486	786.666687011719
8.8100004196167	660
8.81999969482422	560
8.82999992370605	680
8.84000015258789	680
8.85000038146973	660
8.85999965667725	733.333312988281
