Ti.TiO2 (100%)/1	
θ/2θ, °	Intensity, cps
5	480
5.01000022888184	513.333312988281
5.01999998092651	533.333312988281
5.03000020980835	413.333343505859
5.03999996185303	506.666656494141
5.05000019073486	486.666656494141
5.05999994277954	553.333312988281
5.07000017166138	520
5.07999992370605	413.333343505859
5.09000015258789	460
5.09999990463257	520
5.1100001335144	466.666656494141
5.11999988555908	453.333343505859
5.13000011444092	540
5.1399998664856	593.333312988281
5.15000009536743	646.666687011719
5.15999984741211	620
5.17000007629395	580
5.17999982833862	413.333343505859
5.19000005722046	513.333312988281
5.19999980926514	493.333343505859
5.21000003814697	566.666687011719
5.21999979019165	520
5.23000001907349	626.666687011719
5.23999977111816	573.333312988281
5.25	526.666687011719
5.26000022888184	546.666687011719
5.26999998092651	593.333312988281
5.28000020980835	740
5.28999996185303	486.666656494141
5.30000019073486	580
5.30999994277954	526.666687011719
5.32000017166138	586.666687011719
5.32999992370605	626.666687011719
5.34000015258789	620
5.34999990463257	566.666687011719
5.3600001335144	546.666687011719
5.36999988555908	666.666687011719
5.38000011444092	560
5.3899998664856	653.333312988281
5.40000009536743	553.333312988281
5.40999984741211	506.666656494141
5.42000007629395	560
5.42999982833862	620
5.44000005722046	533.333312988281
5.44999980926514	593.333312988281
5.46000003814697	546.666687011719
5.46999979019165	406.666656494141
5.48000001907349	586.666687011719
5.48999977111816	533.333312988281
5.5	480
5.51000022888184	526.666687011719
5.51999998092651	580
5.53000020980835	553.333312988281
5.53999996185303	553.333312988281
5.55000019073486	580
5.55999994277954	566.666687011719
5.57000017166138	560
5.57999992370605	600
5.59000015258789	573.333312988281
5.59999990463257	580
5.6100001335144	560
5.61999988555908	473.333343505859
5.63000011444092	573.333312988281
5.6399998664856	680
5.65000009536743	460
5.65999984741211	620
5.67000007629395	493.333343505859
5.67999982833862	600
5.69000005722046	573.333312988281
5.69999980926514	526.666687011719
5.71000003814697	560
5.71999979019165	580
5.73000001907349	566.666687011719
5.73999977111816	640
5.75	500
5.76000022888184	560
5.76999998092651	600
5.78000020980835	613.333312988281
5.78999996185303	646.666687011719
5.80000019073486	593.333312988281
5.80999994277954	720
5.82000017166138	653.333312988281
5.82999992370605	606.666687011719
5.84000015258789	626.666687011719
5.84999990463257	473.333343505859
5.8600001335144	573.333312988281
5.86999988555908	513.333312988281
5.88000011444092	573.333312988281
5.8899998664856	606.666687011719
5.90000009536743	613.333312988281
5.90999984741211	580
5.92000007629395	680
5.92999982833862	620
5.94000005722046	600
5.94999980926514	533.333312988281
5.96000003814697	540
5.96999979019165	533.333312988281
5.98000001907349	520
5.98999977111816	620
6	620
6.01000022888184	606.666687011719
6.01999998092651	566.666687011719
6.03000020980835	586.666687011719
6.03999996185303	526.666687011719
6.05000019073486	640
6.05999994277954	593.333312988281
6.07000017166138	606.666687011719
6.07999992370605	613.333312988281
6.09000015258789	513.333312988281
6.09999990463257	580
6.1100001335144	560
6.11999988555908	620
6.13000011444092	660
6.1399998664856	600
6.15000009536743	493.333343505859
6.15999984741211	626.666687011719
6.17000007629395	620
6.17999982833862	553.333312988281
6.19000005722046	626.666687011719
6.19999980926514	600
6.21000003814697	566.666687011719
6.21999979019165	653.333312988281
6.23000001907349	620
6.23999977111816	493.333343505859
6.25	613.333312988281
6.26000022888184	646.666687011719
6.26999998092651	560
6.28000020980835	580
6.28999996185303	573.333312988281
6.30000019073486	613.333312988281
6.30999994277954	606.666687011719
6.32000017166138	566.666687011719
6.32999992370605	520
6.34000015258789	686.666687011719
6.34999990463257	606.666687011719
6.3600001335144	660
6.36999988555908	460
6.38000011444092	566.666687011719
6.3899998664856	600
6.40000009536743	520
6.40999984741211	666.666687011719
6.42000007629395	706.666687011719
6.42999982833862	653.333312988281
6.44000005722046	526.666687011719
6.44999980926514	586.666687011719
6.46000003814697	513.333312988281
6.46999979019165	473.333343505859
6.48000001907349	600
6.48999977111816	600
6.5	613.333312988281
6.51000022888184	613.333312988281
6.51999998092651	586.666687011719
6.53000020980835	586.666687011719
6.53999996185303	573.333312988281
6.55000019073486	613.333312988281
6.55999994277954	553.333312988281
6.57000017166138	586.666687011719
6.57999992370605	533.333312988281
6.59000015258789	640
6.59999990463257	513.333312988281
6.6100001335144	553.333312988281
6.61999988555908	560
6.63000011444092	613.333312988281
6.6399998664856	580
6.65000009536743	493.333343505859
6.65999984741211	620
6.67000007629395	546.666687011719
6.67999982833862	480
6.69000005722046	520
6.69999980926514	626.666687011719
6.71000003814697	646.666687011719
6.71999979019165	713.333312988281
6.73000001907349	573.333312988281
6.73999977111816	540
6.75	720
6.76000022888184	613.333312988281
6.76999998092651	620
6.78000020980835	686.666687011719
6.78999996185303	506.666656494141
6.80000019073486	586.666687011719
6.80999994277954	560
6.82000017166138	626.666687011719
6.82999992370605	620
6.84000015258789	633.333312988281
6.84999990463257	593.333312988281
6.8600001335144	486.666656494141
6.86999988555908	613.333312988281
6.88000011444092	553.333312988281
6.8899998664856	573.333312988281
6.90000009536743	546.666687011719
6.90999984741211	726.666687011719
6.92000007629395	573.333312988281
6.92999982833862	566.666687011719
6.94000005722046	473.333343505859
6.94999980926514	513.333312988281
6.96000003814697	606.666687011719
6.96999979019165	620
6.98000001907349	620
6.98999977111816	633.333312988281
7	733.333312988281
7.01000022888184	540
7.01999998092651	620
7.03000020980835	533.333312988281
7.03999996185303	566.666687011719
7.05000019073486	533.333312988281
7.05999994277954	513.333312988281
7.07000017166138	593.333312988281
7.07999992370605	546.666687011719
7.09000015258789	580
7.09999990463257	573.333312988281
7.1100001335144	653.333312988281
7.11999988555908	600
7.13000011444092	580
7.1399998664856	526.666687011719
7.15000009536743	560
7.15999984741211	566.666687011719
7.17000007629395	460
7.17999982833862	613.333312988281
7.19000005722046	613.333312988281
7.19999980926514	566.666687011719
7.21000003814697	473.333343505859
7.21999979019165	606.666687011719
7.23000001907349	666.666687011719
7.23999977111816	666.666687011719
7.25	600
7.26000022888184	566.666687011719
7.26999998092651	626.666687011719
7.28000020980835	613.333312988281
7.28999996185303	586.666687011719
7.30000019073486	586.666687011719
7.30999994277954	560
7.32000017166138	593.333312988281
7.32999992370605	566.666687011719
7.34000015258789	546.666687011719
7.34999990463257	620
7.3600001335144	613.333312988281
7.36999988555908	420
7.38000011444092	546.666687011719
7.3899998664856	500
7.40000009536743	500
7.40999984741211	533.333312988281
7.42000007629395	533.333312988281
7.42999982833862	546.666687011719
7.44000005722046	593.333312988281
7.44999980926514	580
7.46000003814697	446.666656494141
7.46999979019165	486.666656494141
7.48000001907349	546.666687011719
7.48999977111816	606.666687011719
7.5	520
7.51000022888184	620
7.51999998092651	560
7.53000020980835	606.666687011719
7.53999996185303	553.333312988281
7.55000019073486	573.333312988281
7.55999994277954	600
7.57000017166138	633.333312988281
7.57999992370605	513.333312988281
7.59000015258789	613.333312988281
7.59999990463257	393.333343505859
7.6100001335144	566.666687011719
7.61999988555908	533.333312988281
7.63000011444092	500
7.6399998664856	466.666656494141
7.65000009536743	500
7.65999984741211	446.666656494141
7.67000007629395	586.666687011719
7.67999982833862	553.333312988281
7.69000005722046	433.333343505859
7.69999980926514	566.666687011719
7.71000003814697	573.333312988281
7.71999979019165	520
7.73000001907349	573.333312988281
7.73999977111816	513.333312988281
7.75	553.333312988281
7.76000022888184	506.666656494141
7.76999998092651	600
7.78000020980835	600
7.78999996185303	553.333312988281
7.80000019073486	606.666687011719
7.80999994277954	626.666687011719
7.82000017166138	466.666656494141
7.82999992370605	540
7.84000015258789	486.666656494141
7.84999990463257	540
7.8600001335144	480
7.86999988555908	566.666687011719
7.88000011444092	620
7.8899998664856	526.666687011719
7.90000009536743	540
7.90999984741211	580
7.92000007629395	573.333312988281
7.92999982833862	526.666687011719
7.94000005722046	580
7.94999980926514	560
7.96000003814697	573.333312988281
7.96999979019165	580
7.98000001907349	486.666656494141
7.98999977111816	493.333343505859
8	480
8.01000022888184	580
8.02000045776367	526.666687011719
8.02999973297119	533.333312988281
8.03999996185303	526.666687011719
8.05000019073486	506.666656494141
8.0600004196167	500
8.06999969482422	480
8.07999992370605	520
8.09000015258789	526.666687011719
8.10000038146973	566.666687011719
8.10999965667725	586.666687011719
8.11999988555908	413.333343505859
8.13000011444092	540
8.14000034332275	440
8.14999961853027	560
8.15999984741211	566.666687011719
8.17000007629395	493.333343505859
8.18000030517578	420
8.1899995803833	480
8.19999980926514	526.666687011719
8.21000003814697	546.666687011719
8.22000026702881	420
8.22999954223633	473.333343505859
8.23999977111816	446.666656494141
8.25	466.666656494141
8.26000022888184	560
8.27000045776367	546.666687011719
8.27999973297119	520
8.28999996185303	473.333343505859
8.30000019073486	506.666656494141
8.3100004196167	420
8.31999969482422	433.333343505859
8.32999992370605	520
8.34000015258789	493.333343505859
8.35000038146973	413.333343505859
8.35999965667725	473.333343505859
8.36999988555908	420
8.38000011444092	413.333343505859
8.39000034332275	513.333312988281
8.39999961853027	466.666656494141
8.40999984741211	486.666656494141
8.42000007629395	446.666656494141
8.43000030517578	473.333343505859
8.4399995803833	546.666687011719
8.44999980926514	506.666656494141
8.46000003814697	406.666656494141
8.47000026702881	413.333343505859
8.47999954223633	500
8.48999977111816	593.333312988281
8.5	466.666656494141
8.51000022888184	486.666656494141
8.52000045776367	513.333312988281
8.52999973297119	486.666656494141
8.53999996185303	493.333343505859
8.55000019073486	373.333343505859
8.5600004196167	420
8.56999969482422	473.333343505859
8.57999992370605	413.333343505859
8.59000015258789	473.333343505859
8.60000038146973	460
8.60999965667725	540
8.61999988555908	466.666656494141
8.63000011444092	446.666656494141
8.64000034332275	513.333312988281
8.64999961853027	473.333343505859
8.65999984741211	440
8.67000007629395	413.333343505859
8.68000030517578	526.666687011719
8.6899995803833	460
8.69999980926514	500
8.71000003814697	473.333343505859
8.72000026702881	460
8.72999954223633	420
8.73999977111816	546.666687011719
8.75	526.666687011719
8.76000022888184	566.666687011719
8.77000045776367	460
8.77999973297119	533.333312988281
8.78999996185303	466.666656494141
8.80000019073486	466.666656494141
8.8100004196167	420
8.81999969482422	473.333343505859
8.82999992370605	453.333343505859
8.84000015258789	446.666656494141
8.85000038146973	520
8.85999965667725	400
8.86999988555908	500
8.88000011444092	460
8.89000034332275	480
8.89999961853027	486.666656494141
8.90999984741211	380
8.92000007629395	406.666656494141
8.93000030517578	460
8.9399995803833	433.333343505859
8.94999980926514	473.333343505859
8.96000003814697	406.666656494141
8.97000026702881	446.666656494141
8.97999954223633	560
8.98999977111816	486.666656494141
9	433.333343505859
9.01000022888184	540
9.02000045776367	506.666656494141
9.02999973297119	393.333343505859
9.03999996185303	460
9.05000019073486	526.666687011719
9.0600004196167	553.333312988281
9.06999969482422	420
9.07999992370605	333.333343505859
9.09000015258789	440
9.10000038146973	513.333312988281
9.10999965667725	433.333343505859
9.11999988555908	453.333343505859
9.13000011444092	433.333343505859
9.14000034332275	653.333312988281
9.14999961853027	406.666656494141
9.15999984741211	520
9.17000007629395	446.666656494141
9.18000030517578	506.666656494141
9.1899995803833	433.333343505859
9.19999980926514	373.333343505859
9.21000003814697	493.333343505859
9.22000026702881	526.666687011719
9.22999954223633	466.666656494141
9.23999977111816	540
9.25	486.666656494141
9.26000022888184	406.666656494141
9.27000045776367	386.666656494141
9.27999973297119	413.333343505859
9.28999996185303	453.333343505859
9.30000019073486	460
9.3100004196167	486.666656494141
9.31999969482422	373.333343505859
9.32999992370605	446.666656494141
9.34000015258789	393.333343505859
9.35000038146973	460
9.35999965667725	400
9.36999988555908	366.666656494141
9.38000011444092	420
9.39000034332275	326.666656494141
9.39999961853027	440
9.40999984741211	453.333343505859
9.42000007629395	500
9.43000030517578	366.666656494141
9.4399995803833	473.333343505859
9.44999980926514	453.333343505859
9.46000003814697	406.666656494141
9.47000026702881	460
9.47999954223633	453.333343505859
