Ti.TiO2-IrO2 (90.10)/1	
θ/2θ, °	Intensity, cps
5	460
5.01000022888184	486.666656494141
5.01999998092651	500
5.03000020980835	333.333343505859
5.03999996185303	400
5.05000019073486	460
5.05999994277954	533.333312988281
5.07000017166138	500
5.07999992370605	500
5.09000015258789	473.333343505859
5.09999990463257	473.333343505859
5.1100001335144	480
5.11999988555908	560
5.13000011444092	540
5.1399998664856	520
5.15000009536743	440
5.15999984741211	493.333343505859
5.17000007629395	506.666656494141
5.17999982833862	473.333343505859
5.19000005722046	433.333343505859
5.19999980926514	453.333343505859
5.21000003814697	473.333343505859
5.21999979019165	440
5.23000001907349	546.666687011719
5.23999977111816	433.333343505859
5.25	546.666687011719
5.26000022888184	413.333343505859
5.26999998092651	553.333312988281
5.28000020980835	460
5.28999996185303	600
5.30000019073486	513.333312988281
5.30999994277954	413.333343505859
5.32000017166138	353.333343505859
5.32999992370605	520
5.34000015258789	526.666687011719
5.34999990463257	480
5.3600001335144	466.666656494141
5.36999988555908	573.333312988281
5.38000011444092	586.666687011719
5.3899998664856	480
5.40000009536743	453.333343505859
5.40999984741211	473.333343505859
5.42000007629395	480
5.42999982833862	486.666656494141
5.44000005722046	560
5.44999980926514	380
5.46000003814697	493.333343505859
5.46999979019165	473.333343505859
5.48000001907349	520
5.48999977111816	506.666656494141
5.5	420
5.51000022888184	540
5.51999998092651	566.666687011719
5.53000020980835	420
5.53999996185303	400
5.55000019073486	566.666687011719
5.55999994277954	500
5.57000017166138	493.333343505859
5.57999992370605	473.333343505859
5.59000015258789	420
5.59999990463257	420
5.6100001335144	460
5.61999988555908	460
5.63000011444092	526.666687011719
5.6399998664856	486.666656494141
5.65000009536743	493.333343505859
5.65999984741211	566.666687011719
5.67000007629395	493.333343505859
5.67999982833862	400
5.69000005722046	440
5.69999980926514	433.333343505859
5.71000003814697	600
5.71999979019165	446.666656494141
5.73000001907349	520
5.73999977111816	520
5.75	566.666687011719
5.76000022888184	406.666656494141
5.76999998092651	553.333312988281
5.78000020980835	500
5.78999996185303	480
5.80000019073486	493.333343505859
5.80999994277954	553.333312988281
5.82000017166138	480
5.82999992370605	653.333312988281
5.84000015258789	500
5.84999990463257	526.666687011719
5.8600001335144	440
5.86999988555908	573.333312988281
5.88000011444092	520
5.8899998664856	486.666656494141
5.90000009536743	500
5.90999984741211	513.333312988281
5.92000007629395	473.333343505859
5.92999982833862	573.333312988281
5.94000005722046	420
5.94999980926514	580
5.96000003814697	560
5.96999979019165	606.666687011719
5.98000001907349	460
5.98999977111816	593.333312988281
6	560
6.01000022888184	526.666687011719
6.01999998092651	506.666656494141
6.03000020980835	493.333343505859
6.03999996185303	533.333312988281
6.05000019073486	526.666687011719
6.05999994277954	546.666687011719
6.07000017166138	593.333312988281
6.07999992370605	593.333312988281
6.09000015258789	553.333312988281
6.09999990463257	453.333343505859
6.1100001335144	493.333343505859
6.11999988555908	600
6.13000011444092	493.333343505859
6.1399998664856	566.666687011719
6.15000009536743	613.333312988281
6.15999984741211	566.666687011719
6.17000007629395	460
6.17999982833862	506.666656494141
6.19000005722046	466.666656494141
6.19999980926514	513.333312988281
6.21000003814697	493.333343505859
6.21999979019165	413.333343505859
6.23000001907349	486.666656494141
6.23999977111816	513.333312988281
6.25	566.666687011719
6.26000022888184	580
6.26999998092651	453.333343505859
6.28000020980835	586.666687011719
6.28999996185303	546.666687011719
6.30000019073486	553.333312988281
6.30999994277954	513.333312988281
6.32000017166138	593.333312988281
6.32999992370605	466.666656494141
6.34000015258789	533.333312988281
6.34999990463257	546.666687011719
6.3600001335144	480
6.36999988555908	493.333343505859
6.38000011444092	466.666656494141
6.3899998664856	493.333343505859
6.40000009536743	553.333312988281
6.40999984741211	606.666687011719
6.42000007629395	626.666687011719
6.42999982833862	506.666656494141
6.44000005722046	506.666656494141
6.44999980926514	586.666687011719
6.46000003814697	633.333312988281
6.46999979019165	520
6.48000001907349	446.666656494141
6.48999977111816	546.666687011719
6.5	520
6.51000022888184	480
6.51999998092651	586.666687011719
6.53000020980835	473.333343505859
6.53999996185303	546.666687011719
6.55000019073486	520
6.55999994277954	546.666687011719
6.57000017166138	580
6.57999992370605	566.666687011719
6.59000015258789	486.666656494141
6.59999990463257	560
6.6100001335144	553.333312988281
6.61999988555908	433.333343505859
6.63000011444092	406.666656494141
6.6399998664856	580
6.65000009536743	553.333312988281
6.65999984741211	486.666656494141
6.67000007629395	553.333312988281
6.67999982833862	540
6.69000005722046	540
6.69999980926514	586.666687011719
6.71000003814697	593.333312988281
6.71999979019165	546.666687011719
6.73000001907349	573.333312988281
6.73999977111816	513.333312988281
6.75	606.666687011719
6.76000022888184	453.333343505859
6.76999998092651	506.666656494141
6.78000020980835	540
6.78999996185303	626.666687011719
6.80000019073486	480
6.80999994277954	473.333343505859
6.82000017166138	553.333312988281
6.82999992370605	586.666687011719
6.84000015258789	460
6.84999990463257	580
6.8600001335144	646.666687011719
6.86999988555908	486.666656494141
6.88000011444092	540
6.8899998664856	520
6.90000009536743	513.333312988281
6.90999984741211	493.333343505859
6.92000007629395	600
6.92999982833862	446.666656494141
6.94000005722046	506.666656494141
6.94999980926514	506.666656494141
6.96000003814697	466.666656494141
6.96999979019165	506.666656494141
6.98000001907349	546.666687011719
6.98999977111816	493.333343505859
7	573.333312988281
7.01000022888184	573.333312988281
7.01999998092651	540
7.03000020980835	526.666687011719
7.03999996185303	460
7.05000019073486	533.333312988281
7.05999994277954	566.666687011719
7.07000017166138	420
7.07999992370605	466.666656494141
7.09000015258789	513.333312988281
7.09999990463257	486.666656494141
7.1100001335144	480
7.11999988555908	566.666687011719
7.13000011444092	553.333312988281
7.1399998664856	546.666687011719
7.15000009536743	553.333312988281
7.15999984741211	506.666656494141
7.17000007629395	506.666656494141
7.17999982833862	513.333312988281
7.19000005722046	526.666687011719
7.19999980926514	480
7.21000003814697	526.666687011719
7.21999979019165	506.666656494141
7.23000001907349	546.666687011719
7.23999977111816	446.666656494141
7.25	453.333343505859
7.26000022888184	500
7.26999998092651	593.333312988281
7.28000020980835	566.666687011719
7.28999996185303	526.666687011719
7.30000019073486	486.666656494141
7.30999994277954	526.666687011719
7.32000017166138	540
7.32999992370605	506.666656494141
7.34000015258789	433.333343505859
7.34999990463257	413.333343505859
7.3600001335144	413.333343505859
7.36999988555908	533.333312988281
7.38000011444092	480
7.3899998664856	453.333343505859
7.40000009536743	560
7.40999984741211	433.333343505859
7.42000007629395	493.333343505859
7.42999982833862	546.666687011719
7.44000005722046	566.666687011719
7.44999980926514	486.666656494141
7.46000003814697	573.333312988281
7.46999979019165	506.666656494141
7.48000001907349	526.666687011719
7.48999977111816	433.333343505859
7.5	406.666656494141
7.51000022888184	560
7.51999998092651	526.666687011719
7.53000020980835	413.333343505859
7.53999996185303	520
7.55000019073486	500
7.55999994277954	540
7.57000017166138	520
7.57999992370605	486.666656494141
7.59000015258789	480
7.59999990463257	493.333343505859
7.6100001335144	526.666687011719
7.61999988555908	466.666656494141
7.63000011444092	493.333343505859
7.6399998664856	506.666656494141
7.65000009536743	486.666656494141
7.65999984741211	460
7.67000007629395	486.666656494141
7.67999982833862	433.333343505859
7.69000005722046	526.666687011719
7.69999980926514	480
7.71000003814697	473.333343505859
7.71999979019165	473.333343505859
7.73000001907349	473.333343505859
7.73999977111816	460
7.75	453.333343505859
7.76000022888184	513.333312988281
7.76999998092651	446.666656494141
7.78000020980835	500
7.78999996185303	440
7.80000019073486	473.333343505859
7.80999994277954	540
7.82000017166138	553.333312988281
7.82999992370605	533.333312988281
7.84000015258789	453.333343505859
7.84999990463257	493.333343505859
7.8600001335144	553.333312988281
7.86999988555908	580
7.88000011444092	460
7.8899998664856	520
7.90000009536743	586.666687011719
7.90999984741211	633.333312988281
7.92000007629395	433.333343505859
7.92999982833862	393.333343505859
7.94000005722046	573.333312988281
7.94999980926514	480
7.96000003814697	480
7.96999979019165	460
7.98000001907349	473.333343505859
7.98999977111816	486.666656494141
8	420
8.01000022888184	413.333343505859
8.02000045776367	453.333343505859
8.02999973297119	526.666687011719
8.03999996185303	533.333312988281
8.05000019073486	446.666656494141
8.0600004196167	580
8.06999969482422	600
8.07999992370605	386.666656494141
8.09000015258789	506.666656494141
8.10000038146973	493.333343505859
8.10999965667725	466.666656494141
8.11999988555908	506.666656494141
8.13000011444092	466.666656494141
8.14000034332275	506.666656494141
8.14999961853027	453.333343505859
8.15999984741211	506.666656494141
8.17000007629395	406.666656494141
8.18000030517578	520
8.1899995803833	480
8.19999980926514	453.333343505859
8.21000003814697	466.666656494141
8.22000026702881	486.666656494141
8.22999954223633	446.666656494141
8.23999977111816	506.666656494141
8.25	506.666656494141
8.26000022888184	460
8.27000045776367	473.333343505859
8.27999973297119	446.666656494141
8.28999996185303	393.333343505859
8.30000019073486	466.666656494141
8.3100004196167	553.333312988281
8.31999969482422	433.333343505859
8.32999992370605	373.333343505859
8.34000015258789	486.666656494141
8.35000038146973	386.666656494141
8.35999965667725	440
8.36999988555908	526.666687011719
8.38000011444092	506.666656494141
8.39000034332275	480
8.39999961853027	493.333343505859
8.40999984741211	513.333312988281
8.42000007629395	406.666656494141
8.43000030517578	493.333343505859
8.4399995803833	466.666656494141
8.44999980926514	446.666656494141
8.46000003814697	373.333343505859
8.47000026702881	506.666656494141
8.47999954223633	493.333343505859
8.48999977111816	460
8.5	466.666656494141
8.51000022888184	406.666656494141
8.52000045776367	613.333312988281
8.52999973297119	433.333343505859
8.53999996185303	360
8.55000019073486	420
8.5600004196167	613.333312988281
8.56999969482422	473.333343505859
8.57999992370605	486.666656494141
8.59000015258789	433.333343505859
8.60000038146973	453.333343505859
8.60999965667725	386.666656494141
8.61999988555908	480
8.63000011444092	466.666656494141
8.64000034332275	386.666656494141
8.64999961853027	333.333343505859
8.65999984741211	366.666656494141
8.67000007629395	413.333343505859
8.68000030517578	486.666656494141
8.6899995803833	386.666656494141
8.69999980926514	446.666656494141
8.71000003814697	486.666656494141
8.72000026702881	486.666656494141
8.72999954223633	440
8.73999977111816	500
8.75	380
8.76000022888184	420
8.77000045776367	353.333343505859
8.77999973297119	460
8.78999996185303	506.666656494141
8.80000019073486	506.666656494141
8.8100004196167	466.666656494141
8.81999969482422	433.333343505859
8.82999992370605	506.666656494141
8.84000015258789	406.666656494141
8.85000038146973	380
8.85999965667725	440
8.86999988555908	340
8.88000011444092	440
8.89000034332275	386.666656494141
8.89999961853027	413.333343505859
8.90999984741211	413.333343505859
8.92000007629395	413.333343505859
8.93000030517578	446.666656494141
8.9399995803833	446.666656494141
8.94999980926514	433.333343505859
8.96000003814697	460
8.97000026702881	406.666656494141
8.97999954223633	346.666656494141
8.98999977111816	413.333343505859
9	466.666656494141
9.01000022888184	400
9.02000045776367	380
9.02999973297119	466.666656494141
9.03999996185303	433.333343505859
9.05000019073486	400
9.0600004196167	480
9.06999969482422	453.333343505859
9.07999992370605	406.666656494141
9.09000015258789	473.333343505859
9.10000038146973	366.666656494141
9.10999965667725	333.333343505859
9.11999988555908	433.333343505859
9.13000011444092	486.666656494141
9.14000034332275	386.666656494141
9.14999961853027	520
9.15999984741211	446.666656494141
9.17000007629395	406.666656494141
9.18000030517578	493.333343505859
9.1899995803833	360
9.19999980926514	413.333343505859
9.21000003814697	420
9.22000026702881	433.333343505859
9.22999954223633	440
9.23999977111816	366.666656494141
9.25	300
9.26000022888184	393.333343505859
9.27000045776367	366.666656494141
9.27999973297119	406.666656494141
9.28999996185303	526.666687011719
9.30000019073486	380
9.3100004196167	346.666656494141
9.31999969482422	360
9.32999992370605	353.333343505859
9.34000015258789	440
9.35000038146973	406.666656494141
9.35999965667725	433.333343505859
9.36999988555908	413.333343505859
9.38000011444092	366.666656494141
9.39000034332275	533.333312988281
9.39999961853027	440
9.40999984741211	386.666656494141
9.42000007629395	386.666656494141
9.43000030517578	380
9.4399995803833	413.333343505859
9.44999980926514	446.666656494141
9.46000003814697	326.666656494141
