Ti.IrO2 (100%)/1	
θ/2θ, °	Intensity, cps
5	800
5.01000022888184	840
5.01999998092651	786.666687011719
5.03000020980835	780
5.03999996185303	686.666687011719
5.05000019073486	680
5.05999994277954	740
5.07000017166138	700
5.07999992370605	726.666687011719
5.09000015258789	773.333312988281
5.09999990463257	746.666687011719
5.1100001335144	786.666687011719
5.11999988555908	700
5.13000011444092	800
5.1399998664856	646.666687011719
5.15000009536743	806.666687011719
5.15999984741211	806.666687011719
5.17000007629395	746.666687011719
5.17999982833862	766.666687011719
5.19000005722046	840
5.19999980926514	893.333312988281
5.21000003814697	946.666687011719
5.21999979019165	753.333312988281
5.23000001907349	713.333312988281
5.23999977111816	806.666687011719
5.25	713.333312988281
5.26000022888184	833.333312988281
5.26999998092651	886.666687011719
5.28000020980835	813.333312988281
5.28999996185303	800
5.30000019073486	753.333312988281
5.30999994277954	713.333312988281
5.32000017166138	853.333312988281
5.32999992370605	726.666687011719
5.34000015258789	733.333312988281
5.34999990463257	813.333312988281
5.3600001335144	853.333312988281
5.36999988555908	800
5.38000011444092	713.333312988281
5.3899998664856	793.333312988281
5.40000009536743	800
5.40999984741211	753.333312988281
5.42000007629395	706.666687011719
5.42999982833862	800
5.44000005722046	833.333312988281
5.44999980926514	806.666687011719
5.46000003814697	753.333312988281
5.46999979019165	820
5.48000001907349	813.333312988281
5.48999977111816	766.666687011719
5.5	746.666687011719
5.51000022888184	780
5.51999998092651	780
5.53000020980835	766.666687011719
5.53999996185303	846.666687011719
5.55000019073486	706.666687011719
5.55999994277954	900
5.57000017166138	753.333312988281
5.57999992370605	780
5.59000015258789	926.666687011719
5.59999990463257	820
5.6100001335144	766.666687011719
5.61999988555908	906.666687011719
5.63000011444092	820
5.6399998664856	786.666687011719
5.65000009536743	826.666687011719
5.65999984741211	806.666687011719
5.67000007629395	906.666687011719
5.67999982833862	873.333312988281
5.69000005722046	853.333312988281
5.69999980926514	740
5.71000003814697	806.666687011719
5.71999979019165	733.333312988281
5.73000001907349	833.333312988281
5.73999977111816	833.333312988281
5.75	766.666687011719
5.76000022888184	820
5.76999998092651	773.333312988281
5.78000020980835	740
5.78999996185303	713.333312988281
5.80000019073486	780
5.80999994277954	833.333312988281
5.82000017166138	913.333312988281
5.82999992370605	866.666687011719
5.84000015258789	800
5.84999990463257	900
5.8600001335144	826.666687011719
5.86999988555908	800
5.88000011444092	886.666687011719
5.8899998664856	906.666687011719
5.90000009536743	833.333312988281
5.90999984741211	826.666687011719
5.92000007629395	926.666687011719
5.92999982833862	853.333312988281
5.94000005722046	973.333312988281
5.94999980926514	906.666687011719
5.96000003814697	940
5.96999979019165	833.333312988281
5.98000001907349	780
5.98999977111816	933.333312988281
6	946.666687011719
6.01000022888184	900
6.01999998092651	906.666687011719
6.03000020980835	786.666687011719
6.03999996185303	893.333312988281
6.05000019073486	873.333312988281
6.05999994277954	906.666687011719
6.07000017166138	873.333312988281
6.07999992370605	920
6.09000015258789	833.333312988281
6.09999990463257	806.666687011719
6.1100001335144	813.333312988281
6.11999988555908	853.333312988281
6.13000011444092	866.666687011719
6.1399998664856	846.666687011719
6.15000009536743	813.333312988281
6.15999984741211	853.333312988281
6.17000007629395	746.666687011719
6.17999982833862	986.666687011719
6.19000005722046	760
6.19999980926514	753.333312988281
6.21000003814697	913.333312988281
6.21999979019165	933.333312988281
6.23000001907349	873.333312988281
6.23999977111816	1006.66668701172
6.25	813.333312988281
6.26000022888184	833.333312988281
6.26999998092651	773.333312988281
6.28000020980835	980
6.28999996185303	980
6.30000019073486	866.666687011719
6.30999994277954	826.666687011719
6.32000017166138	973.333312988281
6.32999992370605	933.333312988281
6.34000015258789	873.333312988281
6.34999990463257	926.666687011719
6.3600001335144	1000
6.36999988555908	933.333312988281
6.38000011444092	920
6.3899998664856	820
6.40000009536743	1006.66668701172
6.40999984741211	686.666687011719
6.42000007629395	853.333312988281
6.42999982833862	733.333312988281
6.44000005722046	866.666687011719
6.44999980926514	926.666687011719
6.46000003814697	806.666687011719
6.46999979019165	846.666687011719
6.48000001907349	966.666687011719
6.48999977111816	840
6.5	866.666687011719
6.51000022888184	753.333312988281
6.51999998092651	893.333312988281
6.53000020980835	920
6.53999996185303	780
6.55000019073486	793.333312988281
6.55999994277954	906.666687011719
6.57000017166138	933.333312988281
6.57999992370605	1020
6.59000015258789	853.333312988281
6.59999990463257	900
6.6100001335144	820
6.61999988555908	866.666687011719
6.63000011444092	880
6.6399998664856	940
6.65000009536743	826.666687011719
6.65999984741211	806.666687011719
6.67000007629395	886.666687011719
6.67999982833862	786.666687011719
6.69000005722046	880
6.69999980926514	913.333312988281
6.71000003814697	953.333312988281
6.71999979019165	913.333312988281
6.73000001907349	973.333312988281
6.73999977111816	913.333312988281
6.75	946.666687011719
6.76000022888184	893.333312988281
6.76999998092651	926.666687011719
6.78000020980835	873.333312988281
6.78999996185303	773.333312988281
6.80000019073486	813.333312988281
6.80999994277954	853.333312988281
6.82000017166138	900
6.82999992370605	780
6.84000015258789	846.666687011719
6.84999990463257	813.333312988281
6.8600001335144	940
6.86999988555908	913.333312988281
6.88000011444092	826.666687011719
6.8899998664856	833.333312988281
6.90000009536743	880
6.90999984741211	893.333312988281
6.92000007629395	973.333312988281
6.92999982833862	846.666687011719
6.94000005722046	853.333312988281
6.94999980926514	900
6.96000003814697	900
6.96999979019165	766.666687011719
6.98000001907349	806.666687011719
6.98999977111816	800
7	906.666687011719
7.01000022888184	820
7.01999998092651	973.333312988281
7.03000020980835	980
7.03999996185303	833.333312988281
7.05000019073486	880
7.05999994277954	913.333312988281
7.07000017166138	926.666687011719
7.07999992370605	846.666687011719
7.09000015258789	893.333312988281
7.09999990463257	906.666687011719
7.1100001335144	806.666687011719
7.11999988555908	706.666687011719
7.13000011444092	813.333312988281
7.1399998664856	946.666687011719
7.15000009536743	840
7.15999984741211	853.333312988281
7.17000007629395	886.666687011719
7.17999982833862	746.666687011719
7.19000005722046	853.333312988281
7.19999980926514	866.666687011719
7.21000003814697	806.666687011719
7.21999979019165	933.333312988281
7.23000001907349	793.333312988281
7.23999977111816	906.666687011719
7.25	766.666687011719
7.26000022888184	800
7.26999998092651	793.333312988281
7.28000020980835	786.666687011719
7.28999996185303	820
7.30000019073486	806.666687011719
7.30999994277954	946.666687011719
7.32000017166138	853.333312988281
7.32999992370605	926.666687011719
7.34000015258789	866.666687011719
7.34999990463257	893.333312988281
7.3600001335144	880
7.36999988555908	866.666687011719
7.38000011444092	953.333312988281
7.3899998664856	900
7.40000009536743	833.333312988281
7.40999984741211	766.666687011719
7.42000007629395	1046.66662597656
7.42999982833862	820
7.44000005722046	900
7.44999980926514	766.666687011719
7.46000003814697	806.666687011719
7.46999979019165	800
7.48000001907349	806.666687011719
7.48999977111816	786.666687011719
7.5	866.666687011719
7.51000022888184	846.666687011719
7.51999998092651	733.333312988281
7.53000020980835	866.666687011719
7.53999996185303	853.333312988281
7.55000019073486	840
7.55999994277954	846.666687011719
7.57000017166138	793.333312988281
7.57999992370605	820
